ExtractDate,OrganisationURI,OrganisationLabel,ServiceTypeURI,ServiceTypeLabel,Site Name,Elect Cons (kWh),Elect CO2 (tonnes),Gas Cons (kWh),Gas CO2 (tonnes),Total CO2 (tonnes),Total kWh
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 18 - 25 Hansby Grange,1069,0.578329,0,0,0.578329,1069
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 18 - 25 Hemingway Garth,2410,1.30381,0,0,1.30381,2410
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 18 - 25 Iveson Garth,1686,0.912126,0,0,0.912126,1686
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 18 - 25 Marlborough Grange,3692,1.997372,0,0,1.997372,3692
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 18 - 25 Neath Gardens,2408,1.302728,0,0,1.302728,2408
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 18 - 28 Beckhill Avenue,1021,0.552361,0,0,0.552361,1021
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 18 - 28 Beckhill Fold,885,0.478785,0,0,0.478785,885
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 18 - 28 Brignall Way,1229,0.664889,0,0,0.664889,1229
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 18 - 28 Swardale Road,713,0.385733,0,0,0.385733,713
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 18 - 32 Lindsey Road,4356,2.356596,0,0,2.356596,4356
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 184 - 194 Swinnow Lane,2837,1.534817,0,0,1.534817,2837
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 185 - 195 Haslewood Drive,2493,1.348713,0,0,1.348713,2493
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 185 - 195 Iveson Drive,1795,0.971095,0,0,0.971095,1795
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 187 - 197 Heights Drive,1029,0.556689,0,0,0.556689,1029
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 189 - 195 Queensway,655,0.354355,0,0,0.354355,655
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 20 Tofts House Close,347,0.187727,0,0,0.187727,347
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 24 Elmfield Court,3745,2.026045,0,0,2.026045,3745
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 24 Lewisham Court,1742,0.942422,0,0,0.942422,1742
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 24 Sherburn Square,991,0.536131,0,0,0.536131,991
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 25 Deanswood View,1613,0.872633,0,0,0.872633,1613
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 25A Church Street,1363,0.737383,0,0,0.737383,1363
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 29 Beeston Park Grove,675,0.365175,0,0,0.365175,675
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 29 Bruce Gardens,489,0.264549,0,0,0.264549,489
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 29 Carlton Rise,1385,0.749285,0,0,0.749285,1385
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 33 Fir Tree Rise,1238,0.669758,0,0,0.669758,1238
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 33 Leafield Drive,694,0.375454,0,0,0.375454,694
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 33 Mount Pleasant Gardens,2534,1.370894,0,0,1.370894,2534
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 33 Theaker Lane,2371,1.282711,0,0,1.282711,2371
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 - 45 Haslewood Close,2425,1.311925,0,0,1.311925,2425
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 Blenheim Square Flats,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 Grange Avenue Flats,2,0.001082,0,0,0.001082,2
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 Moorland Avenue Flats,222,0.120102,0,0,0.120102,222
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 19 St James Drive Flats,1301,0.703841,0,0,0.703841,1301
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 190 - 212 Lincombe Drive,1696,0.917536,0,0,0.917536,1696
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 193 Roundhay Road Flats,19,0.010279,0,0,0.010279,19
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 196 - 206 Swinnow Lane,339,0.183399,0,0,0.183399,339
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 197 - 203 Queensway,600,0.3246,0,0,0.3246,600
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 197 - 207 Iveson Drive,2376,1.285416,0,0,1.285416,2376
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 199 - 221 Argie Avenue,4448,2.406368,0,0,2.406368,4448
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 1A - 3A St James Walk,660,0.35706,0,0,0.35706,660
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 1A - 5C Queenswood Drive,1800,0.9738,0,0,0.9738,1800
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Bank Avenue,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Bank Street,1014,0.548574,0,0,0.548574,1014
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Beckhill Chase,830,0.44903,0,0,0.44903,830
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Beckhill Fold,1126,0.609166,0,0,0.609166,1126
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Beckhill Walk,797,0.431177,0,0,0.431177,797
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Carlton Gate,690,0.37329,0,0,0.37329,690
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Clyde Walk,1679,0.908339,0,0,0.908339,1679
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Crimbles Place,1377,0.744957,0,0,0.744957,1377
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Eastwood Nook,660,0.35706,0,0,0.35706,660
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Ganners Way,524,0.283484,0,0,0.283484,524
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Haslewood Close,3116,1.685756,0,0,1.685756,3116
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Haslewood Court,3829,2.071489,0,0,2.071489,3829
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Haslewood Green,3198,1.730118,0,0,1.730118,3198
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Landseer Walk,1126,0.609166,0,0,0.609166,1126
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Lingfield Bank,1233,0.667053,0,0,0.667053,1233
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Lingfield Close,1846,0.998686,0,0,0.998686,1846
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Lingfield Crescent,2287,1.237267,0,0,1.237267,2287
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Lingfield Grove,1770,0.95757,0,0,0.95757,1770
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Lingfield Walk,1260,0.68166,0,0,0.68166,1260
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Meynell Square,1034,0.559394,0,0,0.559394,1034
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Naburn Approach,462,0.249942,0,0,0.249942,462
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Nippet Lane,4653,2.517273,0,0,2.517273,4653
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Shakespeare Lawn,996,0.538836,0,0,0.538836,996
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 St Stephens Road,1434,0.775794,0,0,0.775794,1434
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Telford Walk,809,0.437669,0,0,0.437669,809
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Tinshill Mount,541,0.292681,0,0,0.292681,541
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 12 Woodbridge Gardens,3289,1.779349,0,0,1.779349,3289
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 16 Broomfield Crescent,1445,0.781745,0,0,0.781745,1445
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 16 Mount Pleasant Gardens,1870,1.01167,0,0,1.01167,1870
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 18 Haslewood Square,2843,1.538063,0,0,1.538063,2843
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 18 Stocks Approach,264,0.142824,0,0,0.142824,264
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 24 Carlton Carr,4210,2.27761,0,0,2.27761,4210
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 24 Granville Road,1361,0.736301,0,0,0.736301,1361
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 24 Latchmere View,956,0.517196,0,0,0.517196,956
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 24 Moor Close,4938,2.671458,0,0,2.671458,4938
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 24 Newhall Crescent,1480,0.80068,0,0,0.80068,1480
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 24 Swarcliffe Parade,4248,2.298168,0,0,2.298168,4248
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 32 Carlton Gardens,1879,1.016539,0,0,1.016539,1879
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 6 Netherfield Close,26,0.014066,0,0,0.014066,26
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 8 Bawn Chase,618,0.334338,0,0,0.334338,618
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 - 8 Queenshill Walk,392,0.212072,0,0,0.212072,392
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 Brackenwood Drive Flats,1003,0.542623,0,0,0.542623,1003
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 Hamilton Avenue Flats,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 Kingston Terrace Flats,683,0.369503,0,0,0.369503,683
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 Newton Grove Flats,1001,0.541541,0,0,0.541541,1001
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 Regent Close Flats,1002,0.542082,0,0,0.542082,1002
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 Regent Crescent Flats,405,0.219105,0,0,0.219105,405
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 St James Drive Flats,1781,0.963521,0,0,0.963521,1781
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 St Marys Road Flats,889,0.480949,0,0,0.480949,889
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 Stone Villa Flats,236,0.127676,0,0,0.127676,236
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 2 Wetherby Road Flats,343,0.185563,0,0,0.185563,343
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 20 - 25 Farndale Square,1279,0.691939,0,0,0.691939,1279
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 20 - 25 Mandela Court,1042,0.563722,0,0,0.563722,1042
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 20 - 26 Greenlea Avenue,633,0.342453,0,0,0.342453,633
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 20 - 30 Cranmer Bank,196,0.106036,0,0,0.106036,196
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 20 - 30 Langbar Garth,1034,0.559394,0,0,0.559394,1034
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 20 - 30 Shakespeare Close,778,0.420898,0,0,0.420898,778
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 20 Blenheim Square,314,0.169874,0,0,0.169874,314
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 20 Lickless Gardens Flats,1240,0.67084,0,0,0.67084,1240
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 20 Sholebroke Mount Flats,6,0.003246,0,0,0.003246,6
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 208 - 218 Swinnow Lane,2073,1.121493,0,0,1.121493,2073
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 209 - 219 Iveson Drive,1544,0.835304,0,0,0.835304,1544
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 21 - 30 Blackburn Court,2193,1.186413,0,0,1.186413,2193
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 21 - 31 Beeston Park Terrace,595,0.321895,0,0,0.321895,595
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 21 - 31 Naburn Fold,503,0.272123,0,0,0.272123,503
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 21 Blenheim Square Flats,575,0.311075,0,0,0.311075,575
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 21 Hanover Square Flats,5294,2.864054,0,0,2.864054,5294
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 21 Victoria Terrace Flats,699,0.378159,0,0,0.378159,699
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 214 - 236 Lincombe Drive,2086,1.128526,0,0,1.128526,2086
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 215 - 219 Queensway,377,0.203957,0,0,0.203957,377
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 22 - 24 Summerfield Place,1977,1.069557,0,0,1.069557,1977
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 22 - 25 New Street Grove,1990,1.07659,0,0,1.07659,1990
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 22 - 32 Brignall Garth,1060,0.57346,0,0,0.57346,1060
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 22 - 32 St Catherines Hill,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 22 - 32 Tynwald Mount,1710,0.92511,0,0,0.92511,1710
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 22 Bondgate Flats,290,0.15689,0,0,0.15689,290
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Housing Leeds - Landlords Supply - 22 Oak Road Flats,1,0.000541,0,0,0.000541,1
